ZIP,fips,cnip_2020_12,laborforce_2020_12,employed_2020_12,unemployment_percent_2020_12,,,SUMIF,ZipCode,sumifcnip,sumiflabor,sumifemploy,sumif/countifunemp,avgifunemppct,,,MAPZIPS,ZipCode,mapcnip,maplabor,mapemploy,mapunemppct
11432,3.61E+10,1812.7,990.2,872.6,11.88%,,,,,,,,,,,,,,,,,
11432,3.61E+10,4822.2,2637.6,2325.1,11.85%,,,,,,,,,,,,,,,,,
11432,3.61E+10,2370.9,1287.7,1140.5,11.43%,,,,,,,,,,,,,,,,,
11432,3.61E+10,2972.4,1587.7,1411.9,11.07%,,,,,,,,,,,,,,,,,
11432,3.61E+10,1863.7,1034.9,921.2,10.99%,,,,,,,,,,,,,,,,,
11432,3.61E+10,3383.3,1440.9,1297,9.99%,,,,,,,,,,,,,,,,,
11432,3.61E+10,2697.2,1258.3,1139.9,9.41%,,,,,,,,,,,,,,,,,
11210,3.60E+10,2028.2,1051.6,892.7,15.11%,,,,,,,,,,,,,,,,,
11210,3.60E+10,1870.7,933.5,797.9,14.53%,,,,,,,,,,,,,,,,,
11210,3.60E+10,2046,915.2,786,14.12%,,,,,,,,,,,,,,,,,
